Airline,Source,Destination,Duration,Total_Stops,Journey_Day,Journey_Month,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Journey_Date,Is_Peak_Hour,Price
Air India,Delhi,Cochin,1210,2,6,6,13,15,9,25,06-06-2019,1,10939
Air India,Delhi,Cochin,1245,2,6,6,10,55,7,40,06-06-2019,1,11753
SpiceJet,Kolkata,Banglore,150,0,24,4,17,10,19,40,24-04-2019,1,4174
Jet Airways,Kolkata,Banglore,1430,1,21,5,20,0,19,50,21-05-2019,1,10844
Jet Airways,Delhi,Cochin,1620,1,3,6,16,0,19,0,03-06-2019,1,14714
Jet Airways,Kolkata,Banglore,330,1,12,6,6,30,12,0,12-06-2019,0,9899
IndiGo,Delhi,Cochin,710,1,3,3,9,10,21,0,03-03-2019,1,14871
IndiGo,Chennai,Kolkata,135,0,6,3,13,20,15,35,06-03-2019,1,7295
Air India,Delhi,Cochin,1470,2,6,6,18,45,19,15,06-06-2019,1,13465
SpiceJet,Chennai,Kolkata,140,0,21,5,17,45,20,5,21-05-2019,1,3543
Multiple carriers,Delhi,Cochin,390,1,27,6,19,0,1,30,27-06-2019,1,7198
Jet Airways,Delhi,Cochin,1225,1,1,6,8,0,4,25,01-06-2019,0,10262
IndiGo,Kolkata,Banglore,155,0,15,3,15,20,17,55,15-03-2019,1,4148
Jet Airways,Banglore,Delhi,175,0,27,6,15,15,18,10,27-06-2019,1,8016
Jet Airways,Delhi,Cochin,335,1,9,6,22,50,4,25,09-06-2019,0,10262
SpiceJet,Kolkata,Banglore,150,0,15,6,14,55,17,25,15-06-2019,1,3841
Jet Airways,Banglore,New Delhi,885,1,12,3,9,45,0,30,12-03-2019,1,11507
Jet Airways,Kolkata,Banglore,740,1,1,5,8,25,20,45,01-05-2019,0,14781
Jet Airways,Delhi,Cochin,1530,1,27,5,17,30,19,0,27-05-2019,1,16079
Jet Airways,Delhi,Cochin,335,1,27,5,22,50,4,25,27-05-2019,0,12898
Multiple carriers,Delhi,Cochin,705,1,6,3,7,30,19,15,06-03-2019,0,15353
IndiGo,Banglore,New Delhi,175,0,24,3,18,25,21,20,24-03-2019,1,7303
SpiceJet,Kolkata,Banglore,340,1,24,3,15,5,20,45,24-03-2019,1,6197
Air India,Kolkata,Banglore,245,1,9,6,9,10,13,15,09-06-2019,1,8996
IndiGo,Delhi,Cochin,480,1,21,3,14,20,22,20,21-03-2019,1,6528
GoAir,Banglore,Delhi,165,0,9,4,20,55,23,40,09-04-2019,1,4239
IndiGo,Kolkata,Banglore,160,0,12,3,20,25,23,5,12-03-2019,1,4148
SpiceJet,Banglore,Delhi,175,0,24,5,21,10,0,5,24-05-2019,1,3971
Air Asia,Kolkata,Banglore,955,1,6,5,7,35,23,30,06-05-2019,0,5192
Jet Airways,Delhi,Cochin,1390,2,9,4,13,25,12,35,09-04-2019,1,9483
Jet Airways,Delhi,Cochin,440,2,3,6,11,40,19,0,03-06-2019,1,18804
Air India,Delhi,Cochin,170,0,18,6,5,10,8,0,18-06-2019,0,5201
Jet Airways,Delhi,Cochin,450,1,27,5,11,30,19,0,27-05-2019,1,16079
Jet Airways,Banglore,Delhi,180,0,15,6,19,50,22,50,15-06-2019,1,7229
Multiple carriers,Delhi,Cochin,465,1,27,5,17,45,1,30,27-05-2019,1,6795
Jet Airways,Kolkata,Banglore,1520,1,9,5,9,35,10,55,09-05-2019,1,10953
Multiple carriers,Delhi,Cochin,625,2,24,6,15,5,1,30,24-06-2019,1,15965
Air India,Delhi,Cochin,1820,2,9,4,12,55,19,15,09-04-2019,1,9968
IndiGo,Kolkata,Banglore,155,0,6,6,22,15,0,50,06-06-2019,0,4804
Jet Airways,Delhi,Cochin,540,1,27,5,10,0,19,0,27-05-2019,1,16079
Jet Airways,Delhi,Cochin,910,2,12,6,21,25,12,35,12-06-2019,1,11507
Air India,Kolkata,Banglore,1700,2,9,6,9,25,13,45,09-06-2019,1,11542
Jet Airways,Banglore,Delhi,180,0,24,4,17,45,20,45,24-04-2019,1,7229
Jet Airways,Banglore,Delhi,165,0,27,4,6,0,8,45,27-04-2019,0,4544
IndiGo,Delhi,Cochin,295,1,15,5,5,10,10,5,15-05-2019,0,6496
IndiGo,Kolkata,Banglore,160,0,15,6,21,25,0,5,15-06-2019,1,4804
Air India,Banglore,New Delhi,1330,1,1,3,11,5,9,15,01-03-2019,1,13439
Jet Airways,Delhi,Cochin,610,1,27,3,18,15,4,25,27-03-2019,1,6540
IndiGo,Banglore,Delhi,170,0,1,6,23,30,2,20,01-06-2019,0,4591
IndiGo,Banglore,New Delhi,260,1,18,3,16,15,20,35,18-03-2019,1,4437
Air Asia,Delhi,Cochin,660,1,21,3,20,10,7,10,21-03-2019,1,6151
Jet Airways,Banglore,Delhi,180,0,21,6,17,45,20,45,21-06-2019,1,7754
Jet Airways,Delhi,Cochin,1355,1,24,6,14,0,12,35,24-06-2019,1,10262
Jet Airways,Banglore,Delhi,185,0,9,6,18,55,22,0,09-06-2019,1,8016
SpiceJet,Kolkata,Banglore,160,0,24,3,6,55,9,35,24-03-2019,0,4781
Vistara,Banglore,Delhi,170,0,27,6,11,30,14,20,27-06-2019,1,4668
Air India,Banglore,New Delhi,1265,1,6,3,11,50,8,55,06-03-2019,1,14594
Jet Airways,Kolkata,Banglore,710,1,24,3,16,55,4,45,24-03-2019,1,14231
Air India,Delhi,Cochin,1535,1,15,5,5,15,6,50,15-05-2019,0,8425
Multiple carriers,Delhi,Cochin,925,1,12,6,7,5,22,30,12-06-2019,0,9646
IndiGo,Chennai,Kolkata,145,0,3,3,14,40,17,5,03-03-2019,1,7295
Air Asia,Kolkata,Banglore,220,1,9,4,6,50,10,30,09-04-2019,0,5162
IndiGo,Banglore,New Delhi,175,0,9,3,18,25,21,20,09-03-2019,1,6860
Vistara,Delhi,Cochin,190,0,15,4,6,0,9,10,15-04-2019,0,6216
Air Asia,Kolkata,Banglore,710,1,24,5,7,35,19,25,24-05-2019,0,5192
IndiGo,Banglore,Delhi,170,0,9,4,20,0,22,50,09-04-2019,1,4823
SpiceJet,Banglore,Delhi,170,0,3,4,9,30,12,20,03-04-2019,1,3919
IndiGo,Mumbai,Hyderabad,90,0,3,6,19,5,20,35,03-06-2019,1,2754
Multiple carriers,Delhi,Cochin,690,1,9,5,7,30,19,0,09-05-2019,0,9315
Multiple carriers,Delhi,Cochin,530,1,27,3,10,0,18,50,27-03-2019,1,11667
Jet Airways,Kolkata,Banglore,1215,1,12,6,8,25,4,40,12-06-2019,0,6224
Air India,Kolkata,Banglore,1210,2,24,3,9,25,5,35,24-03-2019,1,13349
Jet Airways,Banglore,New Delhi,965,1,18,3,16,55,9,0,18-03-2019,1,11087
Multiple carriers,Delhi,Cochin,755,1,6,3,13,0,1,35,06-03-2019,1,15603
Jet Airways,Delhi,Cochin,1025,2,9,5,19,30,12,35,09-05-2019,1,15129
IndiGo,Banglore,Delhi,180,0,9,4,16,55,19,55,09-04-2019,1,4823
Vistara,Kolkata,Banglore,930,1,1,5,7,10,22,40,01-05-2019,0,8452
Multiple carriers,Delhi,Cochin,690,1,6,6,7,30,19,0,06-06-2019,0,12524
SpiceJet,Chennai,Kolkata,140,0,27,3,17,45,20,5,27-03-2019,1,3384
Jet Airways,Delhi,Cochin,1425,1,1,6,19,15,19,0,01-06-2019,1,10262
SpiceJet,Mumbai,Hyderabad,90,0,18,6,13,15,14,45,18-06-2019,1,1965
IndiGo,Kolkata,Banglore,155,0,18,5,22,15,0,50,18-05-2019,0,4804
Jet Airways,Delhi,Cochin,1485,1,27,5,18,15,19,0,27-05-2019,1,16079
Jet Airways,Delhi,Cochin,1295,2,1,6,21,25,19,0,01-06-2019,1,13292
Air Asia,Delhi,Cochin,330,1,9,5,7,55,13,25,09-05-2019,0,6751
Air India,Delhi,Cochin,735,1,15,5,7,0,19,15,15-05-2019,0,8669
IndiGo,Delhi,Cochin,485,1,3,3,17,30,1,35,03-03-2019,1,14871
Jet Airways,Delhi,Cochin,300,1,21,5,14,0,19,0,21-05-2019,1,12898
SpiceJet,Banglore,Delhi,170,0,6,6,9,30,12,20,06-06-2019,1,3919
Multiple carriers,Delhi,Cochin,385,1,1,3,12,50,19,15,01-03-2019,1,36983
IndiGo,Chennai,Kolkata,140,0,3,6,19,35,21,55,03-06-2019,1,3597
Air India,Banglore,New Delhi,165,0,9,3,17,0,19,45,09-03-2019,1,10741
Air India,Kolkata,Banglore,765,2,6,6,16,50,5,35,06-06-2019,1,11432
Jet Airways,Banglore,New Delhi,950,1,12,3,18,55,10,45,12-03-2019,1,11087
Jet Airways,Delhi,Cochin,1620,2,3,6,9,35,12,35,03-06-2019,1,13292
Air India,Delhi,Cochin,1585,3,15,6,5,15,7,40,15-06-2019,0,10493
GoAir,Banglore,New Delhi,175,0,9,3,7,45,10,40,09-03-2019,0,7631
Air India,Delhi,Cochin,1490,2,6,6,6,50,7,40,06-06-2019,0,13381
Jet Airways,Kolkata,Banglore,520,1,6,6,20,0,4,40,06-06-2019,1,13731
Air India,Delhi,Cochin,1545,2,21,5,5,55,7,40,21-05-2019,0,11911
IndiGo,Banglore,Delhi,170,0,18,4,23,30,2,20,18-04-2019,0,4591
Multiple carriers,Delhi,Cochin,375,1,3,6,13,0,19,15,03-06-2019,1,14848
Multiple carriers,Delhi,Cochin,630,1,12,6,8,45,19,15,12-06-2019,0,8266
Air India,Delhi,Cochin,1560,2,18,5,17,15,19,15,18-05-2019,1,12392
Jet Airways,Kolkata,Banglore,1025,1,12,6,18,55,12,0,12-06-2019,1,13044
Jet Airways,Delhi,Cochin,1280,1,21,5,7,5,4,25,21-05-2019,0,12898
Jet Airways,Delhi,Cochin,335,1,21,3,22,50,4,25,21-03-2019,0,12242
IndiGo,Banglore,Delhi,170,0,18,5,10,10,13,0,18-05-2019,1,3943
Vistara,Kolkata,Banglore,1550,1,24,3,20,20,22,10,24-03-2019,1,11105
Jet Airways,Kolkata,Banglore,730,1,12,5,21,10,9,20,12-05-2019,1,14388
Jet Airways,Delhi,Cochin,1025,2,18,5,19,30,12,35,18-05-2019,1,13014
Multiple carriers,Delhi,Cochin,510,1,6,3,10,20,18,50,06-03-2019,1,15411
Jet Airways,Delhi,Cochin,1385,1,9,3,19,45,18,50,09-03-2019,1,16289
IndiGo,Delhi,Cochin,560,1,15,5,6,50,16,10,15-05-2019,0,6442
Jet Airways,Kolkata,Banglore,475,1,18,5,8,25,16,20,18-05-2019,0,10844
Jet Airways,Mumbai,Hyderabad,90,0,18,5,10,20,11,50,18-05-2019,1,5678
IndiGo,Banglore,Delhi,170,0,12,4,23,30,2,20,12-04-2019,0,6906
SpiceJet,Chennai,Kolkata,135,0,21,5,9,45,12,0,21-05-2019,1,3543
Jet Airways,Delhi,Cochin,600,1,6,6,9,0,19,0,06-06-2019,1,14714
Vistara Premium economy,Banglore,New Delhi,155,0,3,3,16,0,18,35,03-03-2019,1,11793
Multiple carriers,Delhi,Cochin,465,1,15,5,11,30,19,15,15-05-2019,1,14323
SpiceJet,Banglore,Delhi,175,0,9,4,21,10,0,5,09-04-2019,1,3971
Vistara,Kolkata,Banglore,1580,1,6,5,20,20,22,40,06-05-2019,1,8452
Vistara,Banglore,Delhi,160,0,12,4,7,0,9,40,12-04-2019,0,5403
Multiple carriers,Delhi,Cochin,660,1,9,5,10,0,21,0,09-05-2019,1,13727
Air India,Kolkata,Banglore,1165,2,1,4,10,0,5,25,01-04-2019,1,12639
Jet Airways,Banglore,Delhi,175,0,18,4,15,15,18,10,18-04-2019,1,5198
Vistara,Banglore,Delhi,165,0,1,6,19,30,22,15,01-06-2019,1,4878
Jet Airways,Delhi,Cochin,1395,1,18,5,19,45,19,0,18-05-2019,1,12373
Multiple carriers,Delhi,Cochin,540,1,3,3,7,10,16,10,03-03-2019,0,8552
Vistara,Delhi,Cochin,190,0,21,4,14,40,17,50,21-04-2019,1,6741
Multiple carriers,Delhi,Cochin,385,1,9,4,12,50,19,15,09-04-2019,1,6481
Multiple carriers,Delhi,Cochin,520,1,6,6,10,35,19,15,06-06-2019,1,7354
Air India,Banglore,Delhi,170,0,21,4,21,5,23,55,21-04-2019,1,5228
Jet Airways,Kolkata,Banglore,740,1,12,5,8,25,20,45,12-05-2019,0,10844
IndiGo,Delhi,Cochin,320,1,18,5,6,50,12,10,18-05-2019,0,6347
Air India,Banglore,New Delhi,240,1,15,3,8,15,12,15,15-03-2019,0,5013
Jet Airways,Kolkata,Banglore,585,1,9,6,18,55,4,40,09-06-2019,1,9663
IndiGo,Banglore,Delhi,175,0,6,4,18,25,21,20,06-04-2019,1,4823
Air India,Delhi,Cochin,1580,2,24,6,16,55,19,15,24-06-2019,1,13381
SpiceJet,Chennai,Kolkata,135,0,1,6,9,45,12,0,01-06-2019,1,3543
Jet Airways,Kolkata,Banglore,585,1,15,5,18,55,4,40,15-05-2019,1,9663
Jet Airways,Kolkata,Banglore,1495,1,1,4,18,55,19,50,01-04-2019,1,7064
Jet Airways,Delhi,Cochin,715,1,9,6,7,5,19,0,09-06-2019,0,10262
Air India,Delhi,Cochin,500,2,1,6,10,55,19,15,01-06-2019,1,13013
Jet Airways,Delhi,Cochin,1045,2,27,6,19,10,12,35,27-06-2019,1,15339
GoAir,Banglore,Delhi,170,0,18,4,11,40,14,30,18-04-2019,1,4937
IndiGo,Delhi,Cochin,425,1,6,6,5,5,12,10,06-06-2019,0,6818
Air India,Delhi,Cochin,1275,2,18,5,22,0,19,15,18-05-2019,0,10441
Jet Airways,Delhi,Cochin,300,1,3,4,14,0,19,0,03-04-2019,1,5177
IndiGo,Chennai,Kolkata,145,0,27,6,11,35,14,0,27-06-2019,1,3858
IndiGo,Kolkata,Banglore,315,1,18,5,21,0,2,15,18-05-2019,1,6534
Multiple carriers,Delhi,Cochin,910,1,15,6,10,20,1,30,15-06-2019,1,6795
Multiple carriers,Delhi,Cochin,705,1,3,6,7,30,19,15,03-06-2019,0,9736
Jet Airways,Banglore,Delhi,180,0,1,5,19,50,22,50,01-05-2019,1,7229
SpiceJet,Delhi,Cochin,295,1,24,4,17,55,22,50,24-04-2019,1,4957
IndiGo,Banglore,New Delhi,165,0,9,3,6,0,8,45,09-03-2019,0,7648
SpiceJet,Kolkata,Banglore,150,0,15,6,14,55,17,25,15-06-2019,1,3873
Jet Airways,Kolkata,Banglore,585,1,12,5,18,55,4,40,12-05-2019,1,14388
IndiGo,Kolkata,Banglore,160,0,6,3,17,15,19,55,06-03-2019,1,5618
Multiple carriers,Delhi,Cochin,390,1,9,6,19,0,1,30,09-06-2019,1,7408
Air Asia,Delhi,Cochin,330,1,3,3,16,45,22,15,03-03-2019,1,13774
Vistara,Banglore,Delhi,160,0,3,5,7,0,9,40,03-05-2019,0,4668
Jet Airways,Delhi,Cochin,2045,2,21,3,18,20,4,25,21-03-2019,1,13082
Air India,Delhi,Cochin,925,1,3,6,3,50,19,15,03-06-2019,0,8669
IndiGo,Delhi,Cochin,570,1,24,6,16,0,1,30,24-06-2019,1,6316
Jet Airways,Delhi,Cochin,365,1,6,3,22,20,4,25,06-03-2019,0,12583
Vistara,Banglore,New Delhi,160,0,9,3,16,10,18,50,09-03-2019,1,7923
GoAir,Delhi,Cochin,350,1,3,3,7,0,12,50,03-03-2019,0,7378
Vistara,Banglore,Delhi,165,0,3,6,19,30,22,15,03-06-2019,1,4878
Jet Airways,Kolkata,Banglore,1640,1,18,5,16,30,19,50,18-05-2019,1,10844
Jet Airways,Banglore,Delhi,180,0,3,4,8,20,11,20,03-04-2019,0,7229
SpiceJet,Delhi,Cochin,315,1,21,5,6,5,11,20,21-05-2019,0,6297
Jet Airways,Kolkata,Banglore,960,1,12,6,20,0,12,0,12-06-2019,1,8529
Multiple carriers,Delhi,Cochin,420,1,18,5,14,0,21,0,18-05-2019,1,13727
SpiceJet,Kolkata,Banglore,520,1,24,5,8,35,17,15,24-05-2019,0,6643
Multiple carriers,Delhi,Cochin,540,1,9,5,10,0,19,0,09-05-2019,1,10197
SpiceJet,Kolkata,Banglore,140,0,21,4,22,20,0,40,21-04-2019,0,4911
IndiGo,Chennai,Kolkata,140,0,6,3,5,15,7,35,06-03-2019,0,6482
Jet Airways,Banglore,New Delhi,380,1,1,3,8,55,15,15,01-03-2019,0,26890
IndiGo,Kolkata,Banglore,265,1,18,5,19,20,23,45,18-05-2019,1,3717
IndiGo,Chennai,Kolkata,140,0,1,6,13,15,15,35,01-06-2019,1,3597
Air India,Banglore,New Delhi,665,2,18,3,11,5,22,10,18-03-2019,1,10846
Air India,Banglore,New Delhi,1015,1,1,3,5,50,22,45,01-03-2019,0,14069
Jet Airways,Delhi,Cochin,825,1,1,4,22,50,12,35,01-04-2019,0,5177
Air India,Delhi,Cochin,1545,2,6,3,5,55,7,40,06-03-2019,0,14641
IndiGo,Delhi,Cochin,835,1,6,6,8,35,22,30,06-06-2019,0,6442
Air India,Delhi,Cochin,315,1,21,3,17,45,23,0,21-03-2019,1,5704
Jet Airways,Kolkata,Banglore,1155,1,6,5,14,5,9,20,06-05-2019,1,9663
Jet Airways,Delhi,Cochin,450,1,6,6,20,55,4,25,06-06-2019,1,14714
Jet Airways,Delhi,Cochin,540,1,1,4,10,0,19,0,01-04-2019,1,5406
Vistara,Kolkata,Banglore,1440,1,15,5,20,20,20,20,15-05-2019,1,8610
Jet Airways,Delhi,Cochin,1090,2,12,6,18,25,12,35,12-06-2019,1,14237
IndiGo,Banglore,Delhi,175,0,9,6,7,10,10,5,09-06-2019,0,4823
IndiGo,Mumbai,Hyderabad,90,0,27,3,20,5,21,35,27-03-2019,1,2227
Jet Airways,Delhi,Cochin,1280,1,18,5,7,5,4,25,18-05-2019,0,12373
Air India,Delhi,Cochin,375,1,6,6,13,0,19,15,06-06-2019,1,8372
Jet Airways,Delhi,Cochin,870,1,3,3,13,55,4,25,03-03-2019,1,17024
Air India,Mumbai,Hyderabad,80,0,27,5,21,5,22,25,27-05-2019,1,3100
Jet Airways,Delhi,Cochin,775,1,9,3,6,50,19,45,09-03-2019,0,14053
IndiGo,Chennai,Kolkata,145,0,9,5,5,15,7,40,09-05-2019,0,3540
Vistara,Kolkata,Banglore,1350,1,21,5,20,20,18,50,21-05-2019,1,9345
Jet Airways,Delhi,Cochin,1375,2,1,6,5,30,4,25,01-06-2019,0,10368
Jet Airways,Banglore,New Delhi,325,1,1,3,7,0,12,25,01-03-2019,0,26890
SpiceJet,Mumbai,Hyderabad,85,0,9,3,8,50,10,15,09-03-2019,0,5755
Jet Airways,Banglore,New Delhi,435,1,21,3,8,55,16,10,21-03-2019,0,7832
Jet Airways,Kolkata,Banglore,740,1,6,5,8,25,20,45,06-05-2019,0,14388
Air India,Delhi,Cochin,1210,2,27,6,13,15,9,25,27-06-2019,1,8839
Air India,Delhi,Cochin,1275,2,3,3,22,0,19,15,03-03-2019,0,22096
Vistara,Chennai,Kolkata,135,0,27,5,7,5,9,20,27-05-2019,0,3687
Multiple carriers,Delhi,Cochin,630,1,15,5,8,30,19,0,15-05-2019,0,9627
Multiple carriers,Delhi,Cochin,845,1,21,3,11,30,1,35,21-03-2019,1,13542
IndiGo,Banglore,Delhi,170,0,27,4,4,0,6,50,27-04-2019,0,4423
IndiGo,Delhi,Cochin,985,2,3,3,4,55,21,20,03-03-2019,0,8899
SpiceJet,Delhi,Cochin,315,1,21,4,6,5,11,20,21-04-2019,0,5583
Air Asia,Delhi,Cochin,830,1,27,5,16,45,6,35,27-05-2019,1,6752
SpiceJet,Chennai,Kolkata,135,0,21,5,8,20,10,35,21-05-2019,0,3543
Jet Airways,Banglore,New Delhi,435,1,21,3,8,0,15,15,21-03-2019,0,7832
Air India,Kolkata,Banglore,1625,2,1,5,5,50,8,55,01-05-2019,0,10991
Jet Airways,Delhi,Cochin,1655,1,27,5,9,0,12,35,27-05-2019,1,12898
Jet Airways,Delhi,Cochin,300,1,27,5,14,0,19,0,27-05-2019,1,12898
GoAir,Banglore,Delhi,170,0,24,5,11,40,14,30,24-05-2019,1,3398
Air India,Delhi,Cochin,170,0,24,4,5,10,8,0,24-04-2019,0,5201
Air India,Kolkata,Banglore,920,2,6,5,10,0,1,20,06-05-2019,1,13873
Air India,Delhi,Cochin,320,1,15,6,17,40,23,0,15-06-2019,1,7384
Jet Airways,Delhi,Cochin,610,1,6,6,18,15,4,25,06-06-2019,1,10262
Jet Airways,Kolkata,Banglore,1655,1,24,3,8,25,12,0,24-03-2019,0,10031
Jet Airways,Kolkata,Banglore,575,1,6,5,9,35,19,10,06-05-2019,1,12384
Jet Airways,Kolkata,Banglore,1690,1,9,5,14,5,18,15,09-05-2019,1,7757
Jet Airways,Banglore,New Delhi,840,1,6,3,21,25,11,25,06-03-2019,1,17261
SpiceJet,Chennai,Kolkata,155,0,1,3,9,30,12,5,01-03-2019,1,7298
Jet Airways,Banglore,Delhi,175,0,6,4,15,15,18,10,06-04-2019,1,7229
IndiGo,Kolkata,Banglore,155,0,1,4,4,40,7,15,01-04-2019,0,4174
IndiGo,Kolkata,Banglore,280,1,18,5,17,35,22,15,18-05-2019,1,5699
Air India,Kolkata,Banglore,150,0,24,4,14,15,16,45,24-04-2019,1,4880
Air India,Delhi,Cochin,675,1,6,3,8,0,19,15,06-03-2019,0,15284
Jet Airways,Kolkata,Banglore,475,1,24,3,8,25,16,20,24-03-2019,0,13759
Vistara,Kolkata,Banglore,530,1,24,3,9,55,18,45,24-03-2019,1,16092
IndiGo,Mumbai,Hyderabad,85,0,9,3,6,20,7,45,09-03-2019,0,4392
Jet Airways,Delhi,Cochin,940,1,24,6,20,55,12,35,24-06-2019,1,10262
SpiceJet,Kolkata,Banglore,155,0,12,6,6,55,9,30,12-06-2019,0,3841
GoAir,Banglore,Delhi,175,0,1,6,7,45,10,40,01-06-2019,0,5048
Air India,Kolkata,Banglore,805,1,21,5,7,0,20,25,21-05-2019,0,11096
IndiGo,Delhi,Cochin,275,1,24,4,7,35,12,10,24-04-2019,0,5073
Jet Airways,Delhi,Cochin,1110,1,3,3,9,55,4,25,03-03-2019,1,19828
Vistara,Chennai,Kolkata,135,0,21,3,7,5,9,20,21-03-2019,0,3739
Air India,Delhi,Cochin,2295,2,9,3,5,0,19,15,09-03-2019,0,10598
Jet Airways,Banglore,Delhi,185,0,15,6,18,55,22,0,15-06-2019,1,7229
Vistara,Kolkata,Banglore,1550,1,1,4,17,0,18,50,01-04-2019,1,8610
Vistara,Delhi,Cochin,190,0,9,5,14,40,17,50,09-05-2019,1,6216
Air India,Banglore,Delhi,170,0,9,6,13,20,16,10,09-06-2019,1,6961
Jet Airways,Kolkata,Banglore,690,1,6,5,9,35,21,5,06-05-2019,1,10703
Jet Airways,Kolkata,Banglore,395,1,15,5,17,0,23,35,15-05-2019,1,14151
Jet Airways,Kolkata,Banglore,1655,1,9,5,6,30,10,5,09-05-2019,0,8586
IndiGo,Kolkata,Banglore,155,0,12,4,20,20,22,55,12-04-2019,1,4488
Multiple carriers,Delhi,Cochin,450,1,15,6,18,0,1,30,15-06-2019,1,7408
Jet Airways,Delhi,Cochin,195,0,18,4,11,0,14,15,18-04-2019,1,5443
Jet Airways,Kolkata,Banglore,575,1,12,6,9,35,19,10,12-06-2019,1,10539
Multiple carriers,Delhi,Cochin,750,1,1,6,13,0,1,30,01-06-2019,1,7723
Multiple carriers,Delhi,Cochin,680,1,6,3,7,30,18,50,06-03-2019,0,15411
Jet Airways,Banglore,Delhi,180,0,21,5,7,10,10,10,21-05-2019,0,7229
IndiGo,Kolkata,Banglore,155,0,21,6,20,20,22,55,21-06-2019,1,4804
Jet Airways,Mumbai,Hyderabad,90,0,3,3,2,55,4,25,03-03-2019,0,4050
Jet Airways,Kolkata,Banglore,1570,1,18,5,17,0,19,10,18-05-2019,1,14151
SpiceJet,Delhi,Cochin,295,1,6,4,17,55,22,50,06-04-2019,1,4957
Air India,Banglore,New Delhi,165,0,3,3,21,10,23,55,03-03-2019,1,7591
Jet Airways,Kolkata,Banglore,520,1,24,3,13,55,22,35,24-03-2019,1,11134
IndiGo,Delhi,Cochin,425,1,27,5,5,5,12,10,27-05-2019,0,6600
Air India,Banglore,New Delhi,165,0,9,3,21,10,23,55,09-03-2019,1,4966
Air India,Delhi,Cochin,1490,2,1,6,6,50,7,40,01-06-2019,0,15481
SpiceJet,Kolkata,Banglore,140,0,1,3,22,20,0,40,01-03-2019,0,5515
Jet Airways,Delhi,Cochin,660,1,15,6,8,0,19,0,15-06-2019,0,14714
GoAir,Delhi,Cochin,540,1,15,6,10,35,19,35,15-06-2019,1,4959
Jet Airways,Banglore,Delhi,175,0,21,4,11,10,14,5,21-04-2019,1,7229
Air India,Delhi,Cochin,185,0,15,5,18,5,21,10,15-05-2019,1,6094
Air Asia,Kolkata,Banglore,155,0,24,4,10,20,12,55,24-04-2019,1,4409
Multiple carriers,Delhi,Cochin,780,1,18,5,6,0,19,0,18-05-2019,0,9794
Jet Airways,Mumbai,Hyderabad,85,0,3,4,2,55,4,20,03-04-2019,0,5678
IndiGo,Delhi,Cochin,455,1,15,6,8,35,16,10,15-06-2019,0,6442
Vistara,Banglore,Delhi,160,0,18,5,7,0,9,40,18-05-2019,0,4878
Jet Airways,Kolkata,Banglore,775,1,24,3,21,10,10,5,24-03-2019,1,12446
Jet Airways,Delhi,Cochin,1760,2,9,5,23,5,4,25,09-05-2019,0,16704
Jet Airways,Banglore,New Delhi,300,1,15,3,5,45,10,45,15-03-2019,0,9134
Jet Airways,Kolkata,Banglore,520,1,15,5,20,0,4,40,15-05-2019,1,8586
Jet Airways,Banglore,Delhi,180,0,1,6,7,10,10,10,01-06-2019,0,7229
Jet Airways,Banglore,Delhi,180,0,21,4,7,10,10,10,21-04-2019,0,6144
Air India,Banglore,Delhi,165,0,18,5,10,0,12,45,18-05-2019,1,6961
Jet Airways,Kolkata,Banglore,730,1,9,5,16,30,4,40,09-05-2019,1,10844
IndiGo,Chennai,Kolkata,140,0,21,5,19,35,21,55,21-05-2019,1,3597
SpiceJet,Banglore,New Delhi,475,1,21,3,10,20,18,15,21-03-2019,1,7139
Air India,Mumbai,Hyderabad,1775,2,6,3,9,40,15,15,06-03-2019,1,25139
Jet Airways,Delhi,Cochin,1615,2,1,6,9,40,12,35,01-06-2019,1,10368
Air India,Delhi,Cochin,765,1,6,4,20,40,9,25,06-04-2019,1,5117
Multiple carriers,Delhi,Cochin,455,1,18,5,11,40,19,15,18-05-2019,1,9211
SpiceJet,Kolkata,Banglore,150,0,15,4,17,10,19,40,15-04-2019,1,4174
Multiple carriers,Delhi,Cochin,705,1,27,5,7,30,19,15,27-05-2019,0,10786
Jet Airways,Banglore,New Delhi,1420,1,15,3,8,0,7,40,15-03-2019,0,9134
Jet Airways,Delhi,Cochin,830,2,1,6,14,35,4,25,01-06-2019,1,13376
Air India,Banglore,New Delhi,770,1,21,3,22,0,10,50,21-03-2019,0,6955
Jet Airways,Kolkata,Banglore,590,1,9,5,8,25,18,15,09-05-2019,0,10844
Air Asia,Kolkata,Banglore,150,0,1,4,19,55,22,25,01-04-2019,1,3807
Jet Airways,Kolkata,Banglore,1315,1,1,5,14,5,12,0,01-05-2019,1,9663
Jet Airways,Delhi,Cochin,1570,1,9,5,2,15,4,25,09-05-2019,0,12373
SpiceJet,Banglore,Delhi,175,0,1,5,21,10,0,5,01-05-2019,1,4991
Air India,Delhi,Cochin,1215,1,21,3,23,0,19,15,21-03-2019,0,6745
Jet Airways,Delhi,Cochin,1210,1,15,6,22,50,19,0,15-06-2019,0,10262
Jet Airways,Delhi,Cochin,655,1,27,3,17,30,4,25,27-03-2019,1,6540
SpiceJet,Kolkata,Banglore,150,0,6,4,17,10,19,40,06-04-2019,1,3873
Jet Airways,Delhi,Cochin,1270,1,9,5,21,50,19,0,09-05-2019,1,15554
